"","Classification","Year","Period","Period.Desc","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Partner.Code","Partner","Commodity.Code","Commodity","Qty.Unit.Code","Netweight.kg","Trade.Value.USD","Flag"
"1","HS",2010,201008,"August 2010",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,200,1170,0
"2","HS",2010,201001,"January 2010",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,NA,71,0
"3","HS",2010,201002,"February 2010",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,100,506,0
"4","HS",2010,201007,"July 2010",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,38400,201551,0
"5","HS",2010,201007,"July 2010",6,1,1,"Imports",246,"Finland",643,"Russian Federation",40510,"Butter",0,38400,201551,0
"6","HS",2010,201009,"September 2010",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,10000,55926,0
"7","HS",2010,201001,"January 2010",6,1,1,"Imports",276,"Germany",643,"Russian Federation",40510,"Butter",0,NA,71,0
"8","HS",2010,201002,"February 2010",6,1,1,"Imports",276,"Germany",643,"Russian Federation",40510,"Butter",0,100,506,0
"9","HS",2010,201004,"April 2010",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Butter",0,NA,3304,0
"10","HS",2010,201011,"November 2010",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Butter",0,NA,4467,0
"11","HS",2011,201110,"October 2011",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,4190,23740,0
"12","HS",2011,201111,"November 2011",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,240,1440,0
"13","HS",2011,201112,"December 2011",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,3942,23652,0
"14","HS",2011,201103,"March 2011",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,200,644,0
"15","HS",2011,201107,"July 2011",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,20000,62762,0
"16","HS",2011,201101,"January 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,4540,19000,0
"17","HS",2011,201102,"February 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,2220,4500,0
"18","HS",2011,201103,"March 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,8140,17300,0
"19","HS",2011,201104,"April 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,29062,152500,0
"20","HS",2011,201106,"June 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,20740,111300,0
"21","HS",2011,201108,"August 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,20296,96600,0
"22","HS",2011,201109,"September 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,740,1500,0
"23","HS",2011,201110,"October 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,40740,221100,0
"24","HS",2011,201111,"November 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,21850,96900,0
"25","HS",2011,201112,"December 2011",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,1581,3600,0
"26","HS",2011,201107,"July 2011",6,1,1,"Imports",233,"Estonia",643,"Russian Federation",40510,"Butter",0,20000,62762,0
"27","HS",2011,201110,"October 2011",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,5400,24189,0
"28","HS",2011,201103,"March 2011",6,1,1,"Imports",276,"Germany",643,"Russian Federation",40510,"Butter",0,200,644,0
"29","HS",2011,201101,"January 2011",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Butter",0,3496,17824,0
"30","HS",2011,201102,"February 2011",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Butter",0,19600,31647,0
"31","HS",2011,201109,"September 2011",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Butter",0,19600,35007,0
"32","HS",2011,201111,"November 2011",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Butter",0,11500,19456,0
"33","HS",2011,201101,"January 2011",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Butter",0,NA,3161,0
"34","HS",2011,201103,"March 2011",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Butter",0,NA,3139,0
"35","HS",2012,201205,"May 2012",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,25,151,0
"36","HS",2012,201206,"June 2012",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,5945,35674,0
"37","HS",2012,201210,"October 2012",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,35,210,0
"38","HS",2012,201211,"November 2012",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,22,198,0
"39","HS",2012,201208,"August 2012",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,400,2381,0
"40","HS",2012,201201,"January 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,1473,5100,0
"41","HS",2012,201202,"February 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,30751,137900,0
"42","HS",2012,201203,"March 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,2472,6900,0
"43","HS",2012,201204,"April 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,41770,161700,0
"44","HS",2012,201205,"May 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,83031,268600,0
"45","HS",2012,201206,"June 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,60211,200400,0
"46","HS",2012,201207,"July 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,64733,203500,0
"47","HS",2012,201208,"August 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,26882,85300,0
"48","HS",2012,201209,"September 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,26447,102600,0
"49","HS",2012,201210,"October 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,8234,26600,0
"50","HS",2012,201211,"November 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,22338,73400,0
"51","HS",2012,201212,"December 2012",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,32997,129300,0
"52","HS",2012,201208,"August 2012",6,1,1,"Imports",233,"Estonia",643,"Russian Federation",40510,"Butter",0,400,2381,0
"53","HS",2012,201209,"September 2012",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,162,941,0
"54","HS",2012,201210,"October 2012",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,2048,11815,0
"55","HS",2012,201211,"November 2012",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,270,1562,0
"56","HS",2012,201212,"December 2012",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,275,1643,0
"57","HS",2012,201201,"January 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,78400,238470,0
"58","HS",2012,201202,"February 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,136700,461430,0
"59","HS",2012,201203,"March 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,177000,550860,0
"60","HS",2012,201204,"April 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,74100,277890,0
"61","HS",2012,201205,"May 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,59400,191690,0
"62","HS",2012,201206,"June 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,78500,207720,0
"63","HS",2012,201207,"July 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,53100,171590,0
"64","HS",2012,201208,"August 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,113700,346490,0
"65","HS",2012,201209,"September 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,142500,417280,0
"66","HS",2012,201210,"October 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,77100,361070,0
"67","HS",2012,201211,"November 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,223700,673350,0
"68","HS",2012,201212,"December 2012",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,156400,615090,0
"69","HS",2012,201201,"January 2012",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Butter",0,19600,31771,0
"70","HS",2012,201202,"February 2012",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Butter",0,19600,31771,0
"71","HS",2012,201206,"June 2012",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Butter",0,19600,31771,0
"72","HS",2012,201212,"December 2012",6,1,1,"Imports",804,"Ukraine",643,"Russian Federation",40510,"Butter",0,9376,60557,0
"73","HS",2012,201203,"March 2012",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Butter",0,1040,6376,0
"74","HS",2012,201205,"May 2012",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Butter",0,1740,9975,0
"75","HS",2012,201207,"July 2012",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Butter",0,320,2798,0
"76","HS",2013,201301,"January 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,94000,113524,0
"77","HS",2013,201302,"February 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,78000,36846,0
"78","HS",2013,201303,"March 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,39000,17992,0
"79","HS",2013,201304,"April 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,38998,17587,0
"80","HS",2013,201305,"May 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,98500,235381,0
"81","HS",2013,201306,"June 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,80000,416219,0
"82","HS",2013,201307,"July 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,80000,401037,0
"83","HS",2013,201308,"August 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,79000,228180,0
"84","HS",2013,201309,"September 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,138497,447471,0
"85","HS",2013,201310,"October 2013",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Butter",0,119000,450287,0
"86","HS",2013,201302,"February 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,50,387,0
"87","HS",2013,201303,"March 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,642,3963,0
"88","HS",2013,201304,"April 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,106,659,0
"89","HS",2013,201305,"May 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,148,1031,0
"90","HS",2013,201310,"October 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,18,127,0
"91","HS",2013,201311,"November 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,53,414,0
"92","HS",2013,201312,"December 2013",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,35,277,0
"93","HS",2013,201301,"January 2013",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,NA,146,0
"94","HS",2013,201302,"February 2013",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,NA,80,0
"95","HS",2013,201310,"October 2013",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,25500,142337,0
"96","HS",2013,201301,"January 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,1853,6400,0
"97","HS",2013,201302,"February 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,27384,112000,0
"98","HS",2013,201303,"March 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,28869,111900,0
"99","HS",2013,201304,"April 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,15133,65600,0
"100","HS",2013,201305,"May 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,55105,252500,0
"101","HS",2013,201306,"June 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,6186,18100,0
"102","HS",2013,201307,"July 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,44488,246000,0
"103","HS",2013,201308,"August 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,9329,24800,0
"104","HS",2013,201309,"September 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,11705,29400,0
"105","HS",2013,201310,"October 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,28151,152700,0
"106","HS",2013,201311,"November 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,20893,86400,0
"107","HS",2013,201312,"December 2013",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,24151,110100,0
"108","HS",2013,201302,"February 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,1,6,0
"109","HS",2013,201303,"March 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,540,3114,0
"110","HS",2013,201305,"May 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,270,1610,0
"111","HS",2013,201307,"July 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,198,1874,0
"112","HS",2013,201308,"August 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,583,3727,0
"113","HS",2013,201309,"September 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,1744,10471,0
"114","HS",2013,201311,"November 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,7460,45635,0
"115","HS",2013,201312,"December 2013",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,1,17,0
"116","HS",2013,201301,"January 2013",6,1,1,"Imports",276,"Germany",643,"Russian Federation",40510,"Butter",0,NA,146,0
"117","HS",2013,201302,"February 2013",6,1,1,"Imports",276,"Germany",643,"Russian Federation",40510,"Butter",0,NA,80,0
"118","HS",2013,201310,"October 2013",6,1,1,"Imports",440,"Lithuania",643,"Russian Federation",40510,"Butter",0,25511,142242,0
"119","HS",2013,201301,"January 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Butter",0,20000,89632,0
"120","HS",2013,201302,"February 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Butter",0,80300,344190,0
"121","HS",2013,201303,"March 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Butter",0,18920,80814,0
"122","HS",2013,201305,"May 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Butter",0,2800,13557,0
"123","HS",2013,201309,"September 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Butter",0,5000,28768,0
"124","HS",2013,201310,"October 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Butter",0,40000,274875,0
"125","HS",2013,201311,"November 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Butter",0,60000,399016,0
"126","HS",2013,201312,"December 2013",6,1,1,"Imports",643,"Russian Federation",643,"Russian Federation",40510,"Butter",0,3176,21259,0
"127","HS",2013,201301,"January 2013",6,1,1,"Imports",804,"Ukraine",643,"Russian Federation",40510,"Butter",0,7040,44497,0
"128","HS",2014,201411,"November 2014",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,189,1135,0
"129","HS",2014,201401,"January 2014",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,NA,95,0
"130","HS",2014,201408,"August 2014",6,1,1,"Imports",97,"EU-27",643,"Russian Federation",40510,"Butter",0,200,1438,0
"131","HS",2014,201401,"January 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,31229,160000,0
"132","HS",2014,201402,"February 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,17293,51600,0
"133","HS",2014,201403,"March 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,46222,253300,0
"134","HS",2014,201404,"April 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,50453,250600,0
"135","HS",2014,201405,"May 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,45177,216400,0
"136","HS",2014,201406,"June 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,27841,142700,0
"137","HS",2014,201407,"July 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,10902,35900,0
"138","HS",2014,201408,"August 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,54461,228500,0
"139","HS",2014,201409,"September 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,57720,233200,0
"140","HS",2014,201410,"October 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,8291,16300,0
"141","HS",2014,201411,"November 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,87287,340900,0
"142","HS",2014,201412,"December 2014",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,56510,133600,0
"143","HS",2014,201401,"January 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,594,3940,0
"144","HS",2014,201403,"March 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,486,3104,0
"145","HS",2014,201405,"May 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,702,4686,0
"146","HS",2014,201407,"July 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,162,1057,0
"147","HS",2014,201410,"October 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,686,4035,0
"148","HS",2014,201411,"November 2014",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,837,4527,0
"149","HS",2014,201401,"January 2014",6,1,1,"Imports",276,"Germany",643,"Russian Federation",40510,"Butter",0,NA,95,0
"150","HS",2014,201401,"January 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,248544,1453732,0
"151","HS",2014,201402,"February 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,164211,508961,0
"152","HS",2014,201403,"March 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,98072,387603,0
"153","HS",2014,201404,"April 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,122458,444812,0
"154","HS",2014,201405,"May 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,180192,844024,0
"155","HS",2014,201406,"June 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,84692,273070,0
"156","HS",2014,201407,"July 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,28475,140355,0
"157","HS",2014,201408,"August 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,62685,245786,0
"158","HS",2014,201409,"September 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,68598,250952,0
"159","HS",2014,201410,"October 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,52547,145334,0
"160","HS",2014,201411,"November 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,53800,210988,0
"161","HS",2014,201412,"December 2014",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Butter",0,97643,339950,0
"162","HS",2014,201408,"August 2014",6,1,1,"Imports",428,"Latvia",643,"Russian Federation",40510,"Butter",0,210,1438,0
"163","HS",2014,201403,"March 2014",6,1,1,"Imports",804,"Ukraine",643,"Russian Federation",40510,"Butter",0,28304,124480,0
"164","HS",2014,201404,"April 2014",6,1,1,"Imports",804,"Ukraine",643,"Russian Federation",40510,"Butter",0,50048,266453,0
"165","HS",2015,201502,"February 2015",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,266,1616,0
"166","HS",2015,201503,"March 2015",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Butter",0,5504,21015,0
"167","HS",2015,201501,"January 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,40907,70400,0
"168","HS",2015,201502,"February 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,23260,55600,0
"169","HS",2015,201503,"March 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,29408,67700,0
"170","HS",2015,201504,"April 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,4515,8500,0
"171","HS",2015,201505,"May 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,2615,4900,0
"172","HS",2015,201506,"June 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,4551,8200,0
"173","HS",2015,201507,"July 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,24473,58300,0
"174","HS",2015,201508,"August 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,24530,55200,0
"175","HS",2015,201509,"September 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,9760,30000,0
"176","HS",2015,201510,"October 2015",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Butter",0,21030,77900,0
"177","HS",2015,201501,"January 2015",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,794,3895,0
"178","HS",2015,201503,"March 2015",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,1000,5120,0
"179","HS",2015,201504,"April 2015",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,432,2233,0
"180","HS",2015,201506,"June 2015",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Butter",0,594,2511,0
"181","HS",2015,201501,"January 2015",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Butter",0,20,52,0
